mass,tof (us),Combined
0,0.1332,2.05E-07
0,0.1334,4.11E-07
0,0.1336,5.14E-07
0,0.1338,4.11E-07
0,0.134,8.22E-07
0,0.1342,1.13E-06
0,0.1344,9.25E-07
0,0.1346,1.34E-06
0,0.1348,-3.24E-05
0,0.135,8.22E-07
0,0.1352,1.23E-06
0,0.1354,7.19E-07
0,0.1356,7.19E-07
0,0.1358,6.16E-07
0,0.136,9.25E-07
0,0.1362,7.19E-07
0,0.1364,9.25E-07
0,0.1366,6.16E-07
0,0.1368,2.05E-07
0,0.137,5.14E-07
0,0.1372,6.16E-07
0,0.1374,4.11E-07
0,0.1376,5.14E-07
0,0.1378,5.14E-07
0,0.138,9.25E-07
0,0.1382,-3.27E-05
0,0.1384,1.03E-06
0,0.1386,6.16E-07
0,0.1388,6.16E-07
0,0.139,0.00E+00
0,0.1392,7.19E-07
0,0.1394,6.16E-07
0,0.1396,1.23E-06
0,0.1398,8.22E-07
0,0.14,7.19E-07
0,0.1402,8.22E-07
0,0.1404,6.16E-07
0,0.1406,6.16E-07
0,0.1408,8.22E-07
0,0.141,-3.26E-05
0,0.1412,6.16E-07
0,0.1414,1.03E-06
0,0.1416,8.22E-07
0,0.1418,1.13E-06
0,0.142,7.19E-07
0,0.1422,7.19E-07
0,0.1424,5.14E-07
0,0.1426,1.03E-07
0,0.1428,8.22E-07
0,0.143,6.16E-07
0,0.1432,7.19E-07
0,0.1434,7.19E-07
0,0.1436,9.25E-07
0,0.1438,4.11E-07
0,0.144,3.08E-07
0,0.1442,5.14E-07
0,0.1444,5.14E-07
0,0.1446,6.16E-07
0,0.1448,9.25E-07
0,0.145,5.14E-07
0,0.1452,8.22E-07
0,0.1454,8.22E-07
0,0.1456,1.03E-07
0,0.1458,6.16E-07
0,0.146,5.14E-07
0,0.1462,9.25E-07
0,0.1464,5.14E-07
0,0.1466,7.19E-07
0,0.1468,8.22E-07
0,0.147,2.05E-07
0,0.1472,6.16E-07
0,0.1474,5.14E-07
0,0.1476,1.03E-06
0,0.1478,8.22E-07
0,0.148,9.25E-07
0,0.1482,5.14E-07
0,0.1484,9.25E-07
0,0.1486,9.25E-07
0,0.1488,1.23E-06
0,0.149,1.13E-06
0,0.1492,7.19E-07
0,0.1494,6.16E-07
0,0.1496,8.22E-07
0,0.1498,5.14E-07
0,0.15,1.03E-06
0,0.1502,6.16E-07
