mass,tof (us),Combined
0,0.2096,7.01E-07
0,0.2098,1.05E-06
0,0.21,7.01E-07
0,0.2102,7.01E-07
0,0.2104,0
0,0.2106,1.05E-06
0,0.2108,0
0,0.211,3.50E-07
0,0.2112,1.40E-06
0,0.2114,7.01E-07
0,0.2116,7.01E-07
0,0.2118,7.01E-07
0,0.212,7.01E-07
0,0.2122,0
0,0.2124,0
0,0.2126,0
0,0.2128,3.50E-07
0,0.213,3.50E-07
0,0.2132,3.50E-07
0,0.2134,3.50E-07
0,0.2136,0
0,0.2138,3.50E-07
0,0.214,3.50E-07
0,0.2142,3.50E-07
0,0.2144,3.50E-07
0,0.2146,1.40E-06
0,0.2148,1.05E-06
0,0.215,7.01E-07
0,0.2152,7.01E-07
0,0.2154,7.01E-07
0,0.2156,0
0,0.2158,0
0,0.216,1.05E-06
0,0.2162,7.01E-07
0,0.2164,0
0,0.2166,0
0,0.2168,3.50E-07
0,0.217,1.05E-06
0,0.2172,3.50E-07
0,0.2174,0
0,0.2176,0
0,0.2178,3.50E-07
0,0.218,3.50E-07
0,0.2182,1.40E-06
0,0.2184,7.01E-07
0,0.2186,1.05E-06
0,0.2188,0
0,0.219,0
0,0.2192,0
0,0.2194,7.01E-07
0,0.2196,1.05E-06
0,0.2198,7.01E-07
0,0.22,7.01E-07
0,0.2202,3.50E-07
0,0.2204,3.50E-07
0,0.2206,3.50E-07
0,0.2208,3.50E-07
0,0.221,3.50E-07
0,0.2212,3.50E-07
0,0.2214,3.50E-07
0,0.2216,3.50E-07
0,0.2218,1.75E-06
0,0.222,1.40E-06
0,0.2222,3.50E-07
0,0.2224,3.50E-07
0,0.2226,-3.33E-05
0,0.2228,3.50E-07
0,0.223,0
