mass,tof (us),Combined
0,0.089,0.00E+00
0,0.0892,3.92E-07
0,0.0894,3.92E-07
0,0.0896,0.00E+00
0,0.0898,3.92E-07
0,0.09,3.92E-07
0,0.0902,3.92E-07
0,0.0904,7.83E-07
0,0.0906,7.83E-07
0,0.0908,0.00E+00
0,0.091,0.00E+00
0,0.0912,0.00E+00
0,0.0914,0.00E+00
0,0.0916,0.00E+00
0,0.0918,7.83E-07
0,0.092,7.83E-07
0,0.0922,3.92E-07
0,0.0924,0.00E+00
0,0.0926,0.00E+00
0,0.0928,3.92E-07
0,0.093,3.92E-07
0,0.0932,3.92E-07
0,0.0934,7.83E-07
0,0.0936,0.00E+00
0,0.0938,3.92E-07
0,0.094,1.17E-06
0,0.0942,0.00E+00
0,0.0944,0.00E+00
0,0.0946,0.00E+00
0,0.0948,3.92E-07
0,0.095,0.00E+00
0,0.0952,3.92E-07
0,0.0954,7.83E-07
0,0.0956,1.17E-06
0,0.0958,3.92E-07
0,0.096,0.00E+00
0,0.0962,0.00E+00
0,0.0964,3.92E-07
0,0.0966,3.92E-07
0,0.0968,3.92E-07
0,0.097,3.92E-07
0,0.0972,7.83E-07
0,0.0974,7.83E-07
0,0.0976,0.00E+00
0,0.0978,7.83E-07
0,0.098,3.92E-07
0,0.0982,3.92E-07
0,0.0984,0.00E+00
0,0.0986,3.92E-07
0,0.0988,3.92E-07
0,0.099,3.92E-07
0,0.0992,0.00E+00
0,0.0994,7.83E-07
0,0.0996,3.92E-07
0,0.0998,3.92E-07
0,0.1,0.00E+00
0,0.1002,3.92E-07
0,0.1004,0.00E+00
0,0.1006,7.83E-07
0,0.1008,0.00E+00
0,0.101,3.92E-07
0,0.1012,0.00E+00
0,0.1014,0.00E+00
0,0.1016,0.00E+00
0,0.1018,3.92E-07
0,0.102,0.00E+00
0,0.1022,1.17E-06
0,0.1024,0.00E+00
0,0.1026,3.92E-07
0,0.1028,0.00E+00
0,0.103,0.00E+00
0,0.1032,0.00E+00
0,0.1034,3.92E-07
0,0.1036,7.83E-07
0,0.1038,0.00E+00
0,0.104,3.92E-07
0,0.1042,3.92E-07
0,0.1044,0.00E+00
0,0.1046,3.92E-07
0,0.1048,3.92E-07
0,0.105,0.00E+00
0,0.1052,1.17E-06
0,0.1054,3.92E-07
0,0.1056,3.92E-07
0,0.1058,3.92E-07
0,0.106,3.92E-07
0,0.1062,0.00E+00
0,0.1064,3.92E-07
0,0.1066,3.92E-07
0,0.1068,3.92E-07
0,0.107,0.00E+00
0,0.1072,0.00E+00
0,0.1074,7.83E-07
0,0.1076,7.83E-07
0,0.1078,3.92E-07
0,0.108,3.92E-07
0,0.1082,0.00E+00
0,0.1084,0.00E+00
0,0.1086,1.17E-06
0,0.1088,0.00E+00
0,0.109,0.00E+00
0,0.1092,7.83E-07
0,0.1094,3.92E-07
0,0.1096,3.92E-07
0,0.1098,0.00E+00
0,0.11,3.92E-07
0,0.1102,2.35E-06
0,0.1104,3.92E-07
0,0.1106,7.83E-07
0,0.1108,3.92E-07
0,0.111,7.83E-07
0,0.1112,3.92E-07
0,0.1114,0.00E+00
0,0.1116,1.96E-06
0,0.1118,3.92E-07
0,0.112,0.00E+00
0,0.1122,0.00E+00
0,0.1124,0.00E+00
0,0.1126,3.92E-07
0,0.1128,0.00E+00
0,0.113,3.92E-07
0,0.1132,0.00E+00
0,0.1134,1.17E-06
0,0.1136,3.92E-07
0,0.1138,0.00E+00
0,0.114,7.83E-07
0,0.1142,0.00E+00
0,0.1144,7.83E-07
0,0.1146,3.92E-07
0,0.1148,3.92E-07
0,0.115,3.92E-07
0,0.1152,0.00E+00
0,0.1154,1.17E-06
0,0.1156,0.00E+00
0,0.1158,7.83E-07
0,0.116,3.92E-07
0,0.1162,7.83E-07
0,0.1164,7.83E-07
0,0.1166,0.00E+00
0,0.1168,3.92E-07
0,0.117,1.17E-06
0,0.1172,7.83E-07
0,0.1174,0.00E+00
0,0.1176,0.00E+00
0,0.1178,3.92E-07
0,0.118,0.00E+00
0,0.1182,1.57E-06
0,0.1184,0.00E+00
0,0.1186,3.92E-07
0,0.1188,3.92E-07
0,0.119,7.83E-07
0,0.1192,3.92E-07
0,0.1194,0.00E+00
0,0.1196,7.83E-07
0,0.1198,3.92E-07
0,0.12,3.92E-07
0,0.1202,3.92E-07
0,0.1204,3.92E-07
0,0.1206,0.00E+00
0,0.1208,3.92E-07
0,0.121,0.00E+00
0,0.1212,3.92E-07
0,0.1214,0.00E+00
0,0.1216,3.92E-07
0,0.1218,7.83E-07
0,0.122,3.92E-07
0,0.1222,0.00E+00
0,0.1224,0.00E+00
0,0.1226,3.92E-07
0,0.1228,7.83E-07
0,0.123,0.00E+00
0,0.1232,0.00E+00
0,0.1234,7.83E-07
0,0.1236,0.00E+00
0,0.1238,3.92E-07
0,0.124,0.00E+00
0,0.1242,7.83E-07
0,0.1244,7.83E-07
0,0.1246,0.00E+00
0,0.1248,3.92E-07
0,0.125,0.00E+00
0,0.1252,3.92E-07
0,0.1254,0.00E+00
0,0.1256,0.00E+00
0,0.1258,3.92E-07
0,0.126,3.92E-07
0,0.1262,7.83E-07
0,0.1264,1.57E-06
0,0.1266,3.92E-07
0,0.1268,1.17E-06
0,0.127,0.00E+00
0,0.1272,1.17E-06
0,0.1274,3.92E-07
0,0.1276,0.00E+00
0,0.1278,0.00E+00
0,0.128,3.92E-07
0,0.1282,0.00E+00
0,0.1284,3.92E-07
0,0.1286,3.92E-07
0,0.1288,3.92E-07
0,0.129,3.92E-07
0,0.1292,3.92E-07
0,0.1294,3.92E-07
0,0.1296,0.00E+00
0,0.1298,0.00E+00
0,0.13,0.00E+00
0,0.1302,7.83E-07
0,0.1304,3.92E-07
0,0.1306,1.17E-06
0,0.1308,0.00E+00
0,0.131,0.00E+00
0,0.1312,7.83E-07
0,0.1314,3.92E-07
0,0.1316,7.83E-07
0,0.1318,0.00E+00
0,0.132,3.92E-07
0,0.1322,3.92E-07
0,0.1324,3.92E-07
0,0.1326,1.57E-06
0,0.1328,7.83E-07
0,0.133,7.83E-07
0,0.1332,3.92E-07
0,0.1334,7.83E-07
0,0.1336,0.00E+00
0,0.1338,3.92E-07
0,0.134,0.00E+00
0,0.1342,0.00E+00
0,0.1344,3.92E-07
0,0.1346,7.83E-07
0,0.1348,0.00E+00
0,0.135,3.92E-07
0,0.1352,0.00E+00
0,0.1354,7.83E-07
0,0.1356,0.00E+00
0,0.1358,7.83E-07
0,0.136,3.92E-07
0,0.1362,0.00E+00
0,0.1364,0.00E+00
0,0.1366,3.92E-07
0,0.1368,0.00E+00
0,0.137,3.92E-07
0,0.1372,7.83E-07
0,0.1374,1.17E-06
0,0.1376,3.92E-07
0,0.1378,0.00E+00
0,0.138,0.00E+00
0,0.1382,3.92E-07
0,0.1384,7.83E-07
0,0.1386,1.17E-06
0,0.1388,7.83E-07
0,0.139,3.92E-07
0,0.1392,0.00E+00
0,0.1394,3.92E-07
0,0.1396,0.00E+00
0,0.1398,3.92E-07
0,0.14,7.83E-07
0,0.1402,7.83E-07
0,0.1404,3.92E-07
0,0.1406,7.83E-07
0,0.1408,3.92E-07
0,0.141,3.92E-07
0,0.1412,3.92E-07
0,0.1414,1.17E-06
0,0.1416,3.92E-07
0,0.1418,3.92E-07
0,0.142,3.92E-07
0,0.1422,0.00E+00
0,0.1424,0.00E+00
0,0.1426,3.92E-07
0,0.1428,7.83E-07
0,0.143,0.00E+00
0,0.1432,7.83E-07
0,0.1434,3.92E-07
0,0.1436,7.83E-07
0,0.1438,7.83E-07
0,0.144,0.00E+00
0,0.1442,3.92E-07
0,0.1444,7.83E-07
0,0.1446,7.83E-07
0,0.1448,3.92E-07
0,0.145,7.83E-07
0,0.1452,7.83E-07
0,0.1454,3.92E-07
0,0.1456,0.00E+00
0,0.1458,7.83E-07
0,0.146,3.92E-07
0,0.1462,0.00E+00
0,0.1464,1.17E-06
0,0.1466,0.00E+00
0,0.1468,3.92E-07
0,0.147,7.83E-07
0,0.1472,1.17E-06
0,0.1474,7.83E-07
0,0.1476,3.92E-07
0,0.1478,0.00E+00
0,0.148,0.00E+00
0,0.1482,3.92E-07
0,0.1484,3.92E-07
0,0.1486,7.83E-07
0,0.1488,3.92E-07
0,0.149,0.00E+00
0,0.1492,3.92E-07
0,0.1494,3.92E-07
0,0.1496,3.92E-07
0,0.1498,3.92E-07
0,0.15,3.92E-07
0,0.1502,3.92E-07
0,0.1504,0.00E+00
0,0.1506,0.00E+00
0,0.1508,3.92E-07
0,0.151,7.83E-07
0,0.1512,0.00E+00
0,0.1514,1.17E-06
0,0.1516,7.83E-07
0,0.1518,3.92E-07
0,0.152,7.83E-07
0,0.1522,3.92E-07
0,0.1524,0.00E+00
0,0.1526,0.00E+00
0,0.1528,3.92E-07
0,0.153,3.92E-07
0,0.1532,3.92E-07
0,0.1534,0.00E+00
0,0.1536,0.00E+00
0,0.1538,3.92E-07
0,0.154,0.00E+00
0,0.1542,0.00E+00
0,0.1544,0.00E+00
0,0.1546,7.83E-07
0,0.1548,1.17E-06
0,0.155,3.92E-07
0,0.1552,3.92E-07
0,0.1554,0.00E+00
0,0.1556,7.83E-07
0,0.1558,0.00E+00
